0 0 11.829404 11.829404 2.957351 11.829404 11.829404 2.957351
0 1 11.829404 11.829404 2.957351 14.786755 11.829404 2.957351
0 2 11.829404 11.829404 2.957351 8.872053 14.786755 2.957351
0 3 11.829404 11.829404 2.957351 11.829404 14.786755 2.957351
0 4 11.829404 11.829404 2.957351 14.786755 14.786755 2.957351
0 5 11.829404 11.829404 2.957351 8.872053 8.872053 5.914702
0 6 11.829404 11.829404 2.957351 11.829404 8.872053 5.914702
0 7 11.829404 11.829404 2.957351 14.786755 8.872053 5.914702
0 8 11.829404 11.829404 2.957351 8.872053 11.829404 5.914702
0 9 11.829404 11.829404 2.957351 11.829404 11.829404 5.914702
0 10 11.829404 11.829404 2.957351 14.786755 11.829404 5.914702
0 11 11.829404 11.829404 2.957351 8.872053 14.786755 5.914702
0 12 11.829404 11.829404 2.957351 11.829404 14.786755 5.914702
0 13 11.829404 11.829404 2.957351 14.786755 14.786755 5.914702
1 0 14.786755 11.829404 2.957351 14.786755 11.829404 2.957351
1 1 14.786755 11.829404 2.957351 17.744106 11.829404 2.957351
1 2 14.786755 11.829404 2.957351 11.829404 14.786755 2.957351
1 3 14.786755 11.829404 2.957351 14.786755 14.786755 2.957351
1 4 14.786755 11.829404 2.957351 17.744106 14.786755 2.957351
1 5 14.786755 11.829404 2.957351 11.829404 8.872053 5.914702
1 6 14.786755 11.829404 2.957351 14.786755 8.872053 5.914702
1 7 14.786755 11.829404 2.957351 17.744106 8.872053 5.914702
1 8 14.786755 11.829404 2.957351 11.829404 11.829404 5.914702
1 9 14.786755 11.829404 2.957351 14.786755 11.829404 5.914702
1 10 14.786755 11.829404 2.957351 17.744106 11.829404 5.914702
1 11 14.786755 11.829404 2.957351 11.829404 14.786755 5.914702
1 12 14.786755 11.829404 2.957351 14.786755 14.786755 5.914702
1 13 14.786755 11.829404 2.957351 17.744106 14.786755 5.914702
2 0 17.744106 11.829404 2.957351 17.744106 11.829404 2.957351
2 1 17.744106 11.829404 2.957351 20.701458 11.829404 2.957351
2 2 17.744106 11.829404 2.957351 14.786755 14.786755 2.957351
2 3 17.744106 11.829404 2.957351 17.744106 14.786755 2.957351
2 4 17.744106 11.829404 2.957351 20.701458 14.786755 2.957351
2 5 17.744106 11.829404 2.957351 14.786755 8.872053 5.914702
2 6 17.744106 11.829404 2.957351 17.744106 8.872053 5.914702
2 7 17.744106 11.829404 2.957351 20.701458 8.872053 5.914702
2 8 17.744106 11.829404 2.957351 14.786755 11.829404 5.914702
