0 0 6.973237 2.614964 2.614964 6.973237 2.614964 2.614964
0 1 6.973237 2.614964 2.614964 10.459856 2.614964 2.614964
0 2 6.973237 2.614964 2.614964 3.486619 5.229928 2.614964
0 3 6.973237 2.614964 2.614964 6.973237 5.229928 2.614964
0 4 6.973237 2.614964 2.614964 10.459856 5.229928 2.614964
0 5 6.973237 2.614964 2.614964 3.486619 0.000000 5.229928
0 6 6.973237 2.614964 2.614964 6.973237 0.000000 5.229928
0 7 6.973237 2.614964 2.614964 10.459856 0.000000 5.229928
0 8 6.973237 2.614964 2.614964 3.486619 2.614964 5.229928
0 9 6.973237 2.614964 2.614964 6.973237 2.614964 5.229928
0 10 6.973237 2.614964 2.614964 10.459856 2.614964 5.229928
0 11 6.973237 2.614964 2.614964 3.486619 5.229928 5.229928
0 12 6.973237 2.614964 2.614964 6.973237 5.229928 5.229928
0 13 6.973237 2.614964 2.614964 10.459856 5.229928 5.229928
1 0 6.973237 5.229928 2.614964 6.973237 5.229928 2.614964
1 1 6.973237 5.229928 2.614964 10.459856 5.229928 2.614964
1 2 6.973237 5.229928 2.614964 3.486619 7.844892 2.614964
1 3 6.973237 5.229928 2.614964 6.973237 7.844892 2.614964
1 4 6.973237 5.229928 2.614964 10.459856 7.844892 2.614964
1 5 6.973237 5.229928 2.614964 3.486619 2.614964 5.229928
1 6 6.973237 5.229928 2.614964 6.973237 2.614964 5.229928
1 7 6.973237 5.229928 2.614964 10.459856 2.614964 5.229928
1 8 6.973237 5.229928 2.614964 3.486619 5.229928 5.229928
1 9 6.973237 5.229928 2.614964 6.973237 5.229928 5.229928
1 10 6.973237 5.229928 2.614964 10.459856 5.229928 5.229928
1 11 6.973237 5.229928 2.614964 3.486619 7.844892 5.229928
1 12 6.973237 5.229928 2.614964 6.973237 7.844892 5.229928
1 13 6.973237 5.229928 2.614964 10.459856 7.844892 5.229928
2 0 6.973237 7.844892 2.614964 6.973237 7.844892 2.614964
2 1 6.973237 7.844892 2.614964 10.459856 7.844892 2.614964
2 2 6.973237 7.844892 2.614964 3.486619 10.459856 2.614964
2 3 6.973237 7.844892 2.614964 6.973237 10.459856 2.614964
2 4 6.973237 7.844892 2.614964 10.459856 10.459856 2.614964
2 5 6.973237 7.844892 2.614964 3.486619 5.229928 5.229928
2 6 6.973237 7.844892 2.614964 6.973237 5.229928 5.229928
2 7 6.973237 7.844892 2.614964 10.459856 5.229928 5.229928
2 8 6.973237 7.844892 2.614964 3.486619 7.844892 5.229928
2 9 6.973237 7.844892 2.614964 6.973237 7.844892 5.229928
2 10 6.973237 7.844892 2.614964 10.459856 7.844892 5.229928
2 11 6.973237 7.844892 2.614964 3.486619 10.459856 5.229928
2 12 6.973237 7.844892 2.614964 6.973237 10.459856 5.229928
2 13 6.973237 7.844892 2.614964 10.459856 10.459856 5.229928
3 0 6.973237 10.459856 2.614964 6.973237 10.459856 2.614964
3 1 6.973237 10.459856 2.614964 10.459856 10.459856 2.614964
3 2 6.973237 10.459856 2.614964 3.486619 13.074820 2.614964
3 3 6.973237 10.459856 2.614964 6.973237 13.074820 2.614964
3 4 6.973237 10.459856 2.614964 10.459856 13.074820 2.614964
3 5 6.973237 10.459856 2.614964 3.486619 7.844892 5.229928
3 6 6.973237 10.459856 2.614964 6.973237 7.844892 5.229928
3 7 6.973237 10.459856 2.614964 10.459856 7.844892 5.229928
3 8 6.973237 10.459856 2.614964 3.486619 10.459856 5.229928
3 9 6.973237 10.459856 2.614964 6.973237 10.459856 5.229928
3 10 6.973237 10.459856 2.614964 10.459856 10.459856 5.229928
3 11 6.973237 10.459856 2.614964 3.486619 13.074820 5.229928
3 12 6.973237 10.459856 2.614964 6.973237 13.074820 5.229928
3 13 6.973237 10.459856 2.614964 10.459856 13.074820 5.229928
4 0 6.973237 2.614964 5.229928 6.973237 2.614964 5.229928
4 1 6.973237 2.614964 5.229928 10.459856 2.614964 5.229928
4 2 6.973237 2.614964 5.229928 3.486619 5.229928 5.229928
4 3 6.973237 2.614964 5.229928 6.973237 5.229928 5.229928
4 4 6.973237 2.614964 5.229928 10.459856 5.229928 5.229928
4 5 6.973237 2.614964 5.229928 3.486619 0.000000 7.844892
4 6 6.973237 2.614964 5.229928 6.973237 0.000000 7.844892
4 7 6.973237 2.614964 5.229928 10.459856 0.000000 7.844892
4 8 6.973237 2.614964 5.229928 3.486619 2.614964 7.844892
4 9 6.973237 2.614964 5.229928 6.973237 2.614964 7.844892
4 10 6.973237 2.614964 5.229928 10.459856 2.614964 7.844892
4 11 6.973237 2.614964 5.229928 3.486619 5.229928 7.844892
4 12 6.973237 2.614964 5.229928 6.973237 5.229928 7.844892
4 13 6.973237 2.614964 5.229928 10.459856 5.229928 7.844892
5 0 6.973237 5.229928 5.229928 6.973237 5.229928 5.229928
5 1 6.973237 5.229928 5.229928 10.459856 5.229928 5.229928
5 2 6.973237 5.229928 5.229928 3.486619 7.844892 5.229928
5 3 6.973237 5.229928 5.229928 6.973237 7.844892 5.229928
5 4 6.973237 5.229928 5.229928 10.459856 7.844892 5.229928
5 5 6.973237 5.229928 5.229928 3.486619 2.614964 7.844892
5 6 6.973237 5.229928 5.229928 6.973237 2.614964 7.844892
5 7 6.973237 5.229928 5.229928 10.459856 2.614964 7.844892
5 8 6.973237 5.229928 5.229928 3.486619 5.229928 7.844892
5 9 6.973237 5.229928 5.229928 6.973237 5.229928 7.844892
5 10 6.973237 5.229928 5.229928 10.459856 5.229928 7.844892
5 11 6.973237 5.229928 5.229928 3.486619 7.844892 7.844892
5 12 6.973237 5.229928 5.229928 6.973237 7.844892 7.844892
5 13 6.973237 5.229928 5.229928 10.459856 7.844892 7.844892
6 0 6.973237 7.844892 5.229928 6.973237 7.844892 5.229928
6 1 6.973237 7.844892 5.229928 10.459856 7.844892 5.229928
6 2 6.973237 7.844892 5.229928 3.486619 10.459856 5.229928
6 3 6.973237 7.844892 5.229928 6.973237 10.459856 5.229928
6 4 6.973237 7.844892 5.229928 10.459856 10.459856 5.229928
6 5 6.973237 7.844892 5.229928 3.486619 5.229928 7.844892
6 6 6.973237 7.844892 5.229928 6.973237 5.229928 7.844892
6 7 6.973237 7.844892 5.229928 10.459856 5.229928 7.844892
6 8 6.973237 7.844892 5.229928 3.486619 7.844892 7.844892
6 9 6.973237 7.844892 5.229928 6.973237 7.844892 7.844892
6 10 6.973237 7.844892 5.229928 10.459856 7.844892 7.844892
6 11 6.973237 7.844892 5.229928 3.486619 10.459856 7.844892
6 12 6.973237 7.844892 5.229928 6.973237 10.459856 7.844892
6 13 6.973237 7.844892 5.229928 10.459856 10.459856 7.844892
7 0 6.973237 10.459856 5.229928 6.973237 10.459856 5.229928
7 1 6.973237 10.459856 5.229928 10.459856 10.459856 5.229928
7 2 6.973237 10.459856 5.229928 3.486619 13.074820 5.229928
7 3 6.973237 10.459856 5.229928 6.973237 13.074820 5.229928
7 4 6.973237 10.459856 5.229928 10.459856 13.074820 5.229928
7 5 6.973237 10.459856 5.229928 3.486619 7.844892 7.844892
7 6 6.973237 10.459856 5.229928 6.973237 7.844892 7.844892
7 7 6.973237 10.459856 5.229928 10.459856 7.844892 7.844892
7 8 6.973237 10.459856 5.229928 3.486619 10.459856 7.844892
7 9 6.973237 10.459856 5.229928 6.973237 10.459856 7.844892
7 10 6.973237 10.459856 5.229928 10.459856 10.459856 7.844892
7 11 6.973237 10.459856 5.229928 3.486619 13.074820 7.844892
7 12 6.973237 10.459856 5.229928 6.973237 13.074820 7.844892
